Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Payment,cogs,gross margin percentage,gross income,Rating
Cairo,Yangon,Member,Male,Home and lifestyle,39.04309878791065,1,34.981124629965336,254.408074769642,Cash,131.10824423924768,4.76190476,4.999461105072362,5.106415841901468
Alex,Naypyitaw,Normal,Male,Electronic accessories,93.33465115528526,9,3.8920101427223024,27.5988232981755,Ewallet,272.38667978715256,4.76190476,3.1989924536235623,7.845606714985839
Cairo,Naypyitaw,Normal,Female,Sports and travel,20.717674971107613,3,3.8700756887827388,244.64345399050052,Cash,222.5049565826105,4.76190476,6.069746557755483,4.103037933148794
Alex,Mandalay,Member,Male,Food and beverages,67.46511552644881,1,9.534931046744957,609.0726565009189,Ewallet,298.1519070587522,4.76190476,4.102796853066851,6.824523499734516
Giza,Mandalay,Member,Male,Fashion accessories,90.23630126426394,4,23.330281856299255,72.93421458121897,Ewallet,213.07400614923338,4.76190476,3.0974531175695885,4.253796570915126
Alex,Naypyitaw,Member,Female,Fashion accessories,16.82918574906906,5,13.109787682451756,300.67509788312475,Ewallet,246.47282156637402,4.76190476,1.7515821538566343,5.31783373562776
Cairo,Yangon,Normal,Female,Home and lifestyle,52.7344531534027,4,7.431871830772451,104.74059899290565,Credit card,58.82312902814506,4.76190476,8.523830934633246,6.255754471323055
Alex,Yangon,Member,Female,Health and beauty,83.91397094182827,3,16.38875657402493,588.913102766953,Cash,181.78343460827915,4.76190476,6.185680659118474,7.322871199961176
Cairo,Naypyitaw,Member,Female,Home and lifestyle,33.823829864858496,3,7.840734831747464,239.20549636966965,Credit card,66.17625741849913,4.76190476,12.27842819283895,9.813555020217345
Alex,Mandalay,Normal,Female,Electronic accessories,43.29324129412822,9,15.506640775691647,84.9415208367194,Credit card,31.674589631829036,4.76190476,2.5368335106971776,7.374985059439881
Cairo,Naypyitaw,Normal,Female,Electronic accessories,91.92566450188828,4,22.23985432363126,154.75760123030668,Ewallet,256.32375014967363,4.76190476,1.5443562527054446,9.82903829242992
Cairo,Yangon,Member,Female,Home and lifestyle,16.50885330482624,4,8.6309846396176,298.731337829276,Ewallet,135.88552679472318,4.76190476,4.722677863376842,5.487369934104408
Alex,Naypyitaw,Member,Male,Home and lifestyle,16.093775661701716,7,9.70527032747784,330.6088164092149,Credit card,379.9491953846954,4.76190476,7.438016610582179,7.570832831255309
Giza,Mandalay,Normal,Female,Health and beauty,19.447517570778587,8,11.377357213072797,293.73708450836676,Ewallet,219.90168030323125,4.76190476,20.982630383531287,8.767642390093513
Alex,Mandalay,Member,Female,Home and lifestyle,86.06326743994737,4,13.090788898457301,426.3004329511764,Credit card,220.3643764327316,4.76190476,14.84439575667019,6.742870837854603
Alex,Naypyitaw,Normal,Female,Health and beauty,92.59273280204653,4,14.254745431949733,307.4945959300565,Credit card,127.35031701424585,4.76190476,12.878694008059535,5.438643077765907
Giza,Mandalay,Normal,Female,Food and beverages,42.80448908195572,10,7.8780292338819615,130.84484620732718,Credit card,30.121084257613695,4.76190476,3.795996840498321,9.03802948533067
Giza,Mandalay,Member,Male,Electronic accessories,34.10280961615939,10,10.38643918025663,77.76763079006021,Ewallet,41.655287489663735,4.76190476,11.848702904923487,7.943996934750794
Cairo,Yangon,Member,Female,Electronic accessories,33.62455327096086,4,3.321989972676703,188.68703595789876,Ewallet,233.23181596237842,4.76190476,5.738809995434227,4.2081365929753
Giza,Yangon,Member,Male,Health and beauty,31.486321156313505,10,14.147961695310315,210.47080623862522,Ewallet,255.29145008084305,4.76190476,5.000440133578356,5.057576909591356
Cairo,Mandalay,Member,Male,Home and lifestyle,27.364647896127526,1,15.166476047235099,159.19405115373817,Credit card,99.09464976952592,4.76190476,22.066237267352136,6.961082605624705
Alex,Naypyitaw,Member,Female,Electronic accessories,62.58419593632995,1,7.921089755351647,235.72828728984746,Cash,108.37114418518334,4.76190476,6.510638712744767,6.236393898350764
Giza,Mandalay,Member,Female,Fashion accessories,96.38553849577062,8,6.193428000516664,254.64520490324293,Cash,283.25455940885786,4.76190476,18.513127404830147,4.580891117436229
Giza,Yangon,Member,Female,Health and beauty,57.890731455655455,6,14.011864740824505,244.25963250076737,Cash,646.3441011268585,4.76190476,4.543167501266838,7.130533154648063
Alex,Yangon,Member,Female,Food and beverages,50.999359526093386,7,4.975438028399004,118.80553875154224,Ewallet,65.27142970795538,4.76190476,11.905181759157413,7.418265169445485
Cairo,Mandalay,Normal,Female,Fashion accessories,17.995303691063874,9,11.9133453968007,34.413128289131656,Ewallet,299.48102036335416,4.76190476,10.708209363489944,6.35592886849225
Alex,Mandalay,Member,Male,Sports and travel,75.66353743507158,6,12.3338997434812,21.01138803547396,Credit card,167.0074203466728,4.76190476,14.149364747979762,7.756862214433966
Cairo,Naypyitaw,Normal,Female,Fashion accessories,74.8360184051648,7,12.694518739018871,275.0767841427939,Credit card,149.69848778141173,4.76190476,6.882547613438886,5.736703692941719
Giza,Naypyitaw,Member,Male,Home and lifestyle,41.545177677688315,2,11.935450607486501,159.646070261882,Cash,357.3307413038343,4.76190476,20.587534465371483,7.185452131895883
Cairo,Naypyitaw,Member,Female,Sports and travel,27.352423350394467,3,20.580709644493446,290.14344373243057,Ewallet,131.2565708419469,4.76190476,8.930466818421683,5.461580244991254
Cairo,Mandalay,Member,Male,Food and beverages,60.2261185845177,5,3.435919624051726,387.9837445027205,Cash,76.25995608421161,4.76190476,8.679659669873482,8.75409032662218
Giza,Naypyitaw,Normal,Male,Fashion accessories,13.369802944345771,7,6.276618567149351,91.6619559455348,Credit card,224.28437015058273,4.76190476,5.446564006858282,9.509964329633023
Giza,Naypyitaw,Normal,Female,Food and beverages,66.63399013172577,9,20.48066943143973,30.91348687671059,Credit card,179.3273625530867,4.76190476,18.304310416576463,9.648257662137885
Giza,Mandalay,Member,Male,Home and lifestyle,60.05656627404316,1,6.169798913800479,280.02641284471383,Credit card,196.19139889742308,4.76190476,10.869768246099822,8.461387633618065
Giza,Mandalay,Normal,Male,Health and beauty,38.58896456422828,7,15.240028852833746,266.19864240242117,Ewallet,103.62201271957036,4.76190476,5.519912330707574,6.72344579836233
Alex,Yangon,Normal,Female,Fashion accessories,44.15551911438059,1,33.76569116988408,201.70729075672384,Credit card,221.70097356641415,4.76190476,21.50415133658744,8.493726417504643
Alex,Mandalay,Member,Male,Sports and travel,57.49589998757222,9,14.140372271074774,124.30209821824076,Cash,42.319657225243375,4.76190476,19.473119476174894,8.962869332548543
Giza,Mandalay,Member,Male,Electronic accessories,26.10640086986604,7,21.911715540891137,45.84570112466628,Credit card,338.4903692759287,4.76190476,9.336846200613788,4.004853828548253
Giza,Yangon,Member,Female,Sports and travel,45.93804073535033,6,35.02567964428222,135.1508431176675,Cash,296.96348287052393,4.76190476,1.6934791219389809,9.645774245544636
Alex,Yangon,Member,Male,Food and beverages,72.29350365661635,4,18.33384254411163,64.53383744560713,Credit card,190.41005111969045,4.76190476,43.015287652349215,5.912945813117565
Giza,Yangon,Member,Male,Food and beverages,62.33547190419531,7,4.316834439232513,169.01582969271368,Ewallet,42.039610877880385,4.76190476,3.1548684745003035,5.626953152118084
Alex,Mandalay,Normal,Female,Fashion accessories,75.57210309116189,1,18.791393126045968,536.4066667362044,Cash,85.71264787375462,4.76190476,17.263998004166613,8.172827308686974
Cairo,Yangon,Normal,Female,Electronic accessories,60.550089863714845,2,22.534511574314525,248.05882932286778,Ewallet,90.74657552495276,4.76190476,15.349660959498461,4.809255076421419
Cairo,Naypyitaw,Normal,Female,Sports and travel,28.438218180960746,5,15.517977093942967,403.3543933452929,Credit card,67.34994393680824,4.76190476,7.281187196180604,9.488298977539888
Giza,Yangon,Member,Female,Electronic accessories,19.397260206951646,1,21.545021419777203,80.20134593879608,Ewallet,175.52854603218412,4.76190476,4.618090249580238,6.150625956151765
Cairo,Yangon,Member,Female,Health and beauty,97.55896987526347,8,10.908476592476578,216.43989222769017,Ewallet,262.69691467088506,4.76190476,3.833579286741682,9.572176221126881
Alex,Yangon,Normal,Female,Home and lifestyle,87.60825946638677,4,6.544610779813432,184.7916137759834,Ewallet,278.85788536714205,4.76190476,1.9059683986118165,6.706256332193256
Giza,Naypyitaw,Normal,Female,Food and beverages,95.8591097707124,3,2.018602322653468,145.22911254035924,Cash,104.07960823208715,4.76190476,5.789103982932463,5.582065534631983
Cairo,Naypyitaw,Normal,Female,Home and lifestyle,39.319836040143564,1,16.345843053183586,53.02590673083847,Cash,97.3573039874553,4.76190476,8.834233591426818,8.069843610445158
Giza,Mandalay,Member,Female,Fashion accessories,53.83262875160372,7,7.935629092712478,174.56720284718872,Cash,259.63599875208496,4.76190476,4.114302942645438,9.507800958479688
Cairo,Naypyitaw,Member,Female,Home and lifestyle,70.69178216608302,3,5.426355953532694,127.66438380575669,Credit card,198.27184296629702,4.76190476,24.02049336620572,6.55135745042676
Giza,Yangon,Member,Male,Sports and travel,42.04651773399765,3,6.717176014497975,227.34160904202966,Ewallet,255.9068133972073,4.76190476,2.889588944619636,9.94020553202606
Giza,Naypyitaw,Normal,Male,Home and lifestyle,82.05988221333638,3,33.80503718303767,142.95618520013267,Credit card,23.094279188555696,4.76190476,0.588463940761146,6.3105728123573925
Cairo,Naypyitaw,Member,Female,Food and beverages,68.32192432836834,2,10.811909717567206,267.22649565532055,Ewallet,47.71831546500292,4.76190476,15.911647892132327,8.326350136345246
Cairo,Yangon,Member,Male,Health and beauty,12.594496219068153,6,12.99477255449969,196.23729771560184,Cash,34.01702396765235,4.76190476,3.6487300091135264,8.38138178313918
Alex,Yangon,Member,Female,Health and beauty,87.70798620528005,7,46.00187229430578,73.39401318631926,Cash,160.2123672545232,4.76190476,1.3430895221365482,9.689618771513977
Cairo,Naypyitaw,Member,Male,Fashion accessories,63.39511561553529,7,20.97118414328149,282.01023770499125,Ewallet,125.45741122766339,4.76190476,5.89913584490097,8.760775550135774
Giza,Naypyitaw,Member,Female,Food and beverages,82.51643332066402,4,11.942555668207154,197.60412189938236,Cash,257.52653217075857,4.76190476,13.058954525837567,9.407174500610067
Cairo,Naypyitaw,Member,Male,Fashion accessories,19.83537877324757,9,2.6941318973778463,204.29106178775265,Cash,213.08447131884157,4.76190476,6.297610821353201,8.968149183429524
Alex,Naypyitaw,Member,Female,Home and lifestyle,20.27308699079431,8,12.247716432721539,87.05033719697242,Ewallet,280.1171805885636,4.76190476,15.20700679553306,5.833344220133104
Giza,Mandalay,Normal,Female,Sports and travel,94.80993658376045,1,27.22303683294922,74.63001314929545,Cash,178.2563603357433,4.76190476,20.086085126453128,4.021724975229304
Alex,Yangon,Normal,Male,Fashion accessories,40.20607244507289,10,21.53545338626127,317.5605415192924,Cash,123.82519964102106,4.76190476,5.903793864438227,4.095173755255892
Alex,Mandalay,Normal,Female,Sports and travel,62.90087430471161,2,16.955847564347838,218.95836873548183,Ewallet,109.06874663096926,4.76190476,9.664869547736641,9.734540804853632
Giza,Mandalay,Member,Male,Food and beverages,95.530664826223,10,17.320981549719605,219.5363078421226,Credit card,197.92082464684017,4.76190476,10.286105631671475,6.025073369037255
Giza,Naypyitaw,Member,Male,Fashion accessories,36.57133974486784,1,15.332009135724856,65.53602621823438,Ewallet,103.25253687226754,4.76190476,10.022433416719155,9.505880724200509
Alex,Yangon,Normal,Male,Home and lifestyle,73.29172657661417,1,10.631969202413783,115.12317947129932,Cash,38.216894402433304,4.76190476,3.7572646617426897,8.802101937598751
Cairo,Mandalay,Member,Male,Health and beauty,14.913148980787218,8,12.551278126666343,227.1547883493006,Ewallet,255.6593376168522,4.76190476,8.824385771361614,6.266120760360176
Giza,Yangon,Normal,Male,Home and lifestyle,93.17373887870438,6,34.083531701574756,156.02589147902574,Credit card,34.87772140437087,4.76190476,12.5632638795758,9.724450081652947
Alex,Yangon,Member,Male,Electronic accessories,61.59559533766886,2,6.909043451174371,43.13185850605795,Credit card,210.21895707959843,4.76190476,3.56202106873594,6.076769441566843
Giza,Naypyitaw,Normal,Female,Food and beverages,15.393978982742851,3,12.077554867241155,183.7398800019548,Credit card,420.64733691033086,4.76190476,1.7867993606174981,4.101544719348816
Giza,Mandalay,Normal,Male,Fashion accessories,33.96725212122992,8,13.389425756604988,115.58621269218337,Credit card,213.90445799953181,4.76190476,7.934022415675445,8.839289353931257
Giza,Mandalay,Normal,Male,Sports and travel,35.20728334111858,1,6.495679721046857,204.28340775786543,Credit card,114.0098113174028,4.76190476,6.964820433978498,9.596403826013054
Giza,Naypyitaw,Normal,Female,Health and beauty,28.102108810112945,1,23.586126446508004,525.0504198009143,Cash,465.1517816993768,4.76190476,6.972646209436623,7.980089353650673
Alex,Mandalay,Member,Female,Food and beverages,62.79766231321526,2,3.114572667976143,62.40119864498826,Cash,141.14816703903085,4.76190476,1.468598518048955,7.192689488317804
Cairo,Yangon,Member,Male,Home and lifestyle,21.848768582036335,6,3.988371235590095,93.0545978947809,Ewallet,135.45023492282232,4.76190476,5.329028822064773,4.695384074048006
Giza,Mandalay,Member,Female,Health and beauty,33.51136515699108,7,6.9147729720623285,202.20596898419706,Cash,203.10040579371784,4.76190476,0.8688838372031137,7.727139227608451
Alex,Yangon,Normal,Female,Fashion accessories,31.46436141183277,2,14.549180175184578,109.19765174456192,Credit card,357.3629945691197,4.76190476,10.304833982805196,9.80075282539589
Cairo,Yangon,Member,Male,Fashion accessories,34.52934623899258,10,4.301685467918881,272.3252943732408,Credit card,431.19464246284275,4.76190476,21.94207432989433,4.888018265676857
Giza,Yangon,Member,Female,Health and beauty,76.9523314395849,4,6.913264417744963,30.96046387293493,Ewallet,161.8955992397364,4.76190476,13.38582687973108,7.008341279897973
Alex,Naypyitaw,Member,Female,Fashion accessories,74.789458234508,2,25.91657106196879,59.263802134388264,Cash,119.56051244520316,4.76190476,11.9829705018869,6.4476915867101345
Giza,Mandalay,Normal,Female,Food and beverages,76.31814486468065,8,14.807359500622955,120.03605090379186,Ewallet,203.54888730925737,4.76190476,9.773041962500152,5.419660102574082
Giza,Naypyitaw,Member,Female,Fashion accessories,63.69571536572984,4,3.5559709363628738,853.6005437134742,Credit card,216.00121943634565,4.76190476,1.191797146667617,6.234454052578066
Cairo,Yangon,Normal,Female,Electronic accessories,90.51162427871385,4,9.147152179876269,284.1762036230162,Cash,157.0999508875829,4.76190476,7.975494478470241,5.905438517399963
Alex,Naypyitaw,Member,Male,Sports and travel,10.897966381719478,7,3.4891336942263633,410.4246194598164,Cash,351.93636071077225,4.76190476,17.62385584456237,6.599139014131842
Giza,Naypyitaw,Member,Male,Electronic accessories,36.053306257312535,10,22.00536810742572,227.96408763244065,Cash,79.41945899072721,4.76190476,10.397478412550793,6.473132533994974
Cairo,Naypyitaw,Normal,Female,Food and beverages,31.922234585048027,10,13.873784457461884,73.5068782261901,Ewallet,102.72684938605794,4.76190476,1.7843398692750214,8.216765655279183
Giza,Naypyitaw,Normal,Female,Home and lifestyle,28.032528299700942,7,3.388864528422329,137.17852261537217,Credit card,79.02054734840712,4.76190476,6.536647243748885,9.798733391483582
Cairo,Yangon,Member,Male,Fashion accessories,57.59288178976149,7,12.21139164395668,89.54908415941244,Ewallet,48.59730713635685,4.76190476,4.982146948796205,6.678766157042404
Cairo,Naypyitaw,Normal,Female,Electronic accessories,82.08324925495923,6,6.895656999621028,221.34472118289045,Credit card,99.96837219967479,4.76190476,9.867333291086915,7.920436893213976
Cairo,Naypyitaw,Normal,Male,Health and beauty,11.961529173922198,6,12.730163571654735,126.88858172677595,Credit card,165.85402773354232,4.76190476,15.731608894344228,6.172922754330049
Cairo,Yangon,Member,Female,Home and lifestyle,81.45569640191778,9,27.80409393597617,118.20662837420997,Credit card,131.02330097262472,4.76190476,7.235416460204122,4.471365897003813
Giza,Yangon,Member,Male,Food and beverages,88.15612248242516,10,12.794337704752444,230.0152020776212,Cash,112.1866014103738,4.76190476,26.169336067335255,6.373428369363511
Cairo,Yangon,Normal,Female,Food and beverages,50.809233376002055,1,2.118631723300697,482.58580235786576,Credit card,180.014575963121,4.76190476,7.622122923490952,5.496177071223462
Giza,Mandalay,Normal,Female,Health and beauty,48.41519966504168,7,21.473672863865257,153.18059760370087,Cash,223.9430750432485,4.76190476,5.45908526967104,9.232138567918465
Cairo,Mandalay,Member,Female,Health and beauty,74.47341643378279,6,2.790732216689623,90.64682366017698,Credit card,356.92871246964825,4.76190476,3.1466166412969097,9.991837371998223
Alex,Yangon,Normal,Male,Food and beverages,39.260362388469325,6,3.6855504433746242,306.80887909117155,Ewallet,28.963678327490232,4.76190476,19.494190532730542,4.206527359607225
Cairo,Mandalay,Normal,Male,Food and beverages,25.25458313468632,2,10.008732805039138,399.4724034344043,Credit card,164.33994860795917,4.76190476,17.81480455989677,4.785282401906308
Giza,Naypyitaw,Member,Female,Electronic accessories,68.8767038064048,1,12.165699235393376,265.5726371089015,Credit card,76.51727655077921,4.76190476,6.401833696829666,4.251635118989864
Alex,Yangon,Member,Female,Health and beauty,34.01114843673159,5,2.840385674960616,119.20082386960604,Cash,182.57548701670606,4.76190476,9.584292634568072,6.959517038599439
Alex,Yangon,Normal,Male,Home and lifestyle,84.2926754299507,6,6.874966430794045,49.53057221118678,Credit card,261.0527111277143,4.76190476,9.53091844978498,8.102437327876846
Cairo,Naypyitaw,Normal,Male,Fashion accessories,80.11995335080886,5,2.2539159858518394,207.19033540239664,Cash,237.88637462023297,4.76190476,7.014430205827229,6.465450140938862
Giza,Naypyitaw,Normal,Male,Food and beverages,35.83701168202806,3,9.160877828010868,363.0650154446949,Ewallet,113.36915535433592,4.76190476,9.85460005599361,8.55743040445697
Cairo,Mandalay,Member,Female,Fashion accessories,47.92074174716744,4,4.987590635226953,223.11044080006982,Ewallet,117.82303548879334,4.76190476,8.897464234442985,4.049478401482473
Giza,Mandalay,Normal,Male,Health and beauty,96.11086292274835,8,7.67067588624249,22.146350435686994,Cash,162.95272165168092,4.76190476,5.78212193545221,5.462055881222006
Giza,Naypyitaw,Normal,Male,Food and beverages,93.29048533205388,8,13.10726701374454,375.4190355588858,Cash,86.42336810528433,4.76190476,15.371128730149623,9.44175893267559
Giza,Naypyitaw,Member,Female,Fashion accessories,48.24105462879886,10,13.251762948235479,292.96088105735356,Cash,204.3482061376398,4.76190476,1.745383855658018,4.764663966750399
Alex,Yangon,Normal,Male,Fashion accessories,49.481652392878146,6,5.503480725501602,152.1797570933252,Cash,129.03380002316572,4.76190476,5.033401363828853,6.257321656235641
Alex,Naypyitaw,Normal,Female,Electronic accessories,17.365629903492074,5,24.920939333108922,284.87439949375187,Cash,95.90630981884668,4.76190476,7.676295503036546,9.932536183950537
Cairo,Naypyitaw,Member,Male,Fashion accessories,25.176278894648966,9,18.67798989690928,169.9759469685108,Ewallet,88.1257674786268,4.76190476,10.597126627362625,7.221582084266806
Cairo,Mandalay,Member,Female,Fashion accessories,49.26245955209181,4,5.352101506586186,487.7233110445655,Ewallet,92.15738513125845,4.76190476,19.19154164539266,7.011373103964879
Alex,Naypyitaw,Member,Male,Sports and travel,82.63484092545947,6,5.101692040769206,1080.2710404677214,Ewallet,359.32404743712885,4.76190476,11.323368251335443,8.468447398962347
Alex,Yangon,Normal,Male,Sports and travel,97.23199785790901,2,20.847978620383216,119.53181485514901,Credit card,312.3485371980722,4.76190476,6.0197310457888955,4.989440099352132
Giza,Mandalay,Member,Female,Home and lifestyle,43.31355800424926,6,14.411979323059512,42.06029792778064,Ewallet,471.35318127105455,4.76190476,1.4758132721252617,4.378540101337075
Giza,Naypyitaw,Member,Female,Electronic accessories,28.219444570736396,6,12.484453199088284,505.49824905314046,Cash,155.54488769341995,4.76190476,7.035580257519775,7.634933572683186
Giza,Mandalay,Normal,Female,Food and beverages,37.804396943551396,4,10.432373662277545,594.3074946907548,Ewallet,113.45277427782344,4.76190476,5.452811115989407,7.992504668526466
Cairo,Naypyitaw,Member,Male,Health and beauty,47.04005954062365,6,2.3577944075056196,489.3768980914823,Cash,173.5772667372933,4.76190476,18.856978574647133,4.061799139792209
Giza,Mandalay,Normal,Female,Health and beauty,77.51147001184674,9,11.65080275738548,130.7420008576397,Cash,20.86196786287375,4.76190476,12.462603090182501,8.619711067521903
Cairo,Yangon,Member,Female,Fashion accessories,86.01512338076522,4,25.698373634232226,170.1031998970481,Credit card,88.48063799195104,4.76190476,11.788941537077877,5.831892555755067
Giza,Mandalay,Member,Male,Electronic accessories,17.31738978003864,1,5.1867736964438835,27.70925863098956,Credit card,64.19798819735311,4.76190476,5.570978492368407,5.876887070225351
Cairo,Yangon,Member,Female,Food and beverages,73.18651421088393,6,3.9419867065983154,283.939704216075,Cash,294.3060684113101,4.76190476,10.790784651815311,7.467753574786539
Giza,Mandalay,Member,Female,Home and lifestyle,23.917195606861902,5,4.591816477456215,293.57237654870744,Ewallet,52.22779430938825,4.76190476,9.222028248071052,9.706731218178028
Alex,Mandalay,Normal,Female,Electronic accessories,44.8418521791708,2,7.579041541280585,118.01192918779238,Ewallet,30.010784938345026,4.76190476,7.083045385544419,4.03703483084364
Giza,Yangon,Normal,Male,Electronic accessories,49.54602428747759,9,14.156986046309934,133.64744671661467,Ewallet,230.25103393679382,4.76190476,23.33314383408089,5.1523395092351345
Cairo,Naypyitaw,Normal,Female,Electronic accessories,47.59397053226346,2,17.228403963920513,463.71563398345063,Ewallet,114.13801277814619,4.76190476,17.265181318410253,6.507931217279949
Cairo,Naypyitaw,Normal,Male,Electronic accessories,37.0122481571273,4,16.746726259245538,186.81609030912458,Ewallet,179.4659509803441,4.76190476,6.080461157908771,7.032239577494121
Cairo,Yangon,Member,Female,Sports and travel,96.66890280034123,6,7.3786869724032655,64.37205638472442,Ewallet,175.634331196425,4.76190476,12.296342733762467,8.149389313900851
Cairo,Mandalay,Member,Male,Fashion accessories,18.316029993917205,2,15.035513210963298,84.15288056163234,Ewallet,27.0039668366074,4.76190476,13.946552382365489,7.643069006341194
Alex,Naypyitaw,Member,Male,Food and beverages,58.339990101967366,10,23.828023519605516,309.27105791911026,Credit card,211.30119356393152,4.76190476,4.356849189394676,9.775930342678652
Cairo,Naypyitaw,Normal,Female,Health and beauty,92.0185287679049,3,11.86150173063547,248.13883950796685,Cash,155.14955320088112,4.76190476,7.4035145748848095,7.319822295087082
Giza,Mandalay,Normal,Male,Health and beauty,29.635354726768853,4,11.621595159640774,280.8183895180939,Credit card,196.9980194117265,4.76190476,1.3716168028084506,8.744016859543189
Alex,Mandalay,Member,Female,Sports and travel,20.388742506212882,1,11.015109809687738,118.80792899860874,Cash,96.03559135032003,4.76190476,2.6549000373108163,4.232959467418073
Cairo,Yangon,Normal,Male,Health and beauty,41.74653623363214,1,14.174002687191027,37.696881212753325,Cash,95.95713244845493,4.76190476,8.148533031656955,7.177337138473175
Giza,Mandalay,Normal,Male,Health and beauty,35.18947351678477,7,25.760008921761386,138.43209147051647,Credit card,180.93933940922955,4.76190476,9.197582274739055,5.9096955494676635
Cairo,Yangon,Member,Male,Fashion accessories,51.707407002094726,1,11.80653016812019,352.2972292931794,Credit card,239.80242815515354,4.76190476,9.455626382495929,8.537650118251772
Alex,Naypyitaw,Member,Female,Fashion accessories,23.993707898525862,9,4.991416199179252,143.02665720507994,Ewallet,118.06061964843111,4.76190476,2.80426072856575,8.159832786779901
Alex,Naypyitaw,Member,Male,Fashion accessories,37.337276661834174,8,9.799312588750636,130.10188103928178,Cash,162.75255204428672,4.76190476,3.2432640401903905,8.596256828416285
Cairo,Yangon,Normal,Male,Sports and travel,71.14226676639994,6,9.001143007600415,149.96693064185578,Cash,29.273866920282355,4.76190476,6.405899419767739,6.235983774026019
Alex,Mandalay,Member,Female,Electronic accessories,95.30109940280256,5,10.333620567137508,348.8453995423326,Ewallet,96.18415906379279,4.76190476,14.364183821303453,9.885149915640486
Alex,Mandalay,Member,Male,Food and beverages,70.4737558550247,3,9.013391041357,171.19950846792514,Credit card,325.4655212990599,4.76190476,10.614781049242003,5.539832356579946
Alex,Mandalay,Normal,Female,Electronic accessories,68.30336880895499,8,11.456606113151318,141.75617640980687,Cash,320.8157968909699,4.76190476,21.197939436804056,4.225158183484039
Giza,Naypyitaw,Normal,Male,Electronic accessories,92.15739892609014,6,5.89676321545624,100.62345680182374,Credit card,95.69408592395622,4.76190476,8.247556298789917,6.1457212073129135
Giza,Mandalay,Normal,Female,Sports and travel,36.312479263076625,1,6.907519578665759,219.2929196014514,Ewallet,249.60785998464425,4.76190476,9.467495085590713,5.722184142847098
Alex,Yangon,Member,Male,Electronic accessories,78.92191035050065,6,4.169032430486664,179.91409981513485,Credit card,343.4434957575598,4.76190476,41.9924503148479,8.484871852384558
Alex,Yangon,Member,Female,Home and lifestyle,63.051561961595496,4,17.79279485162417,125.51899589282004,Credit card,155.92185652957426,4.76190476,5.329501343302794,4.962483441440666
Cairo,Mandalay,Member,Male,Electronic accessories,54.987470825329765,10,6.290263573827268,167.77358058202873,Ewallet,214.2377034949304,4.76190476,11.854284362803334,7.408369513236858
Cairo,Yangon,Normal,Male,Electronic accessories,46.26174361114784,8,36.897544469587054,257.52317426098557,Credit card,125.20082571636767,4.76190476,4.720277150816808,4.662435046359228
Cairo,Yangon,Member,Male,Electronic accessories,92.02830748729981,4,22.815820782534903,38.342743601802454,Ewallet,180.78791568032676,4.76190476,9.560491710546003,7.6465752804230736
Giza,Mandalay,Normal,Male,Health and beauty,70.0613971087516,7,4.5441042649589445,110.09124006697364,Credit card,256.9777472201031,4.76190476,1.976440790979857,8.443824865134323
Cairo,Naypyitaw,Member,Female,Food and beverages,85.11214229980055,5,24.203957131208735,151.92441733006535,Cash,158.6721634354386,4.76190476,7.031929281595973,6.859346074161545
